id_cliente,data_assinatura,valor_mensalidade,total_logs_app_30d,tickets_suporte_abertos,score_sentimento_voc,categoria_principal_voc,churn
C100966,2024-03-10,647,15,1,-0.703,SUPORTE,0
C100967,2023-06-22,530,17,0,0.034,BUGS,0
C100968,2023-10-27,550,19,1,-0.55,SUPORTE,0
C100969,2024-10-06,1069,17,0,-0.05,SUPORTE,0
C100970,2023-11-22,1341,19,1,0.286,API,0
C100971,2024-02-14,100,15,0,0.645,API,1
C100972,2023-04-28,651,15,2,1.0,API,0
C100973,2024-12-24,324,16,0,1.0,FINANCEIRO,1
C100974,2023-08-13,723,14,1,0.046,API,0
C100975,2024-06-15,260,20,2,0.66,BUGS,0
C100976,2023-04-23,1684,19,2,0.903,BUGS,0
C100977,2023-05-20,745,5,2,0.1,BUGS,1
C100978,2024-07-12,428,18,2,0.248,API,0
C100979,2023-01-01,1113,20,2,0.185,API,1
C100980,2023-03-31,236,11,1,0.502,API,0
C100981,2024-10-15,769,13,0,0.537,BUGS,0
C100982,2023-11-16,415,11,0,0.381,FINANCEIRO,0
C100983,2024-07-03,460,17,2,1.0,API,1
C100984,2023-05-19,2000,13,1,0.782,API,0
C100985,2024-05-25,661,14,2,-0.57,BUGS,1
C100986,2023-09-16,260,15,0,-0.549,BUGS,0
C100987,2024-11-03,453,15,0,0.559,API,0
C100988,2024-11-20,271,7,0,0.219,FINANCEIRO,1
C100989,2023-01-10,299,7,1,-0.655,API,1
C100990,2023-09-18,547,13,3,-0.77,API,1
C100991,2024-10-11,282,21,4,0.085,SUPORTE,0
C100992,2023-06-21,1109,13,0,0.458,API,0
C100993,2023-01-13,422,9,3,0.287,FINANCEIRO,0
C100994,2023-06-17,477,20,1,0.047,API,0
C100995,2024-10-03,315,15,0,0.071,BUGS,0
C100996,2024-08-18,158,10,1,-0.001,SUPORTE,0
C100997,2023-11-17,179,17,3,0.467,FINANCEIRO,0
C100998,2023-11-15,589,13,1,-0.485,BUGS,0
C100999,2024-09-04,384,16,4,0.17,API,0
C101000,2023-11-25,617,14,0,0.85,SUPORTE,0
C101001,2024-07-03,1006,14,0,0.164,API,0
C101002,2024-02-23,268,16,9,-0.01,FINANCEIRO,1
C101003,2024-08-28,1879,11,1,0.468,BUGS,1
C101004,2023-04-05,212,15,0,0.021,SUPORTE,0
C101005,2024-08-03,173,18,1,0.279,SUPORTE,0
C101006,2023-11-14,920,16,0,-0.29,BUGS,0
C101007,2023-08-24,488,20,1,0.593,FINANCEIRO,0
C101008,2023-11-30,257,14,1,0.371,API,0
C101009,2024-01-11,159,13,1,0.863,SUPORTE,1
C101010,2024-04-03,217,8,1,0.669,API,0
C101011,2023-05-17,514,20,2,0.891,BUGS,0
C101012,2024-08-10,1240,15,0,0.964,FINANCEIRO,0
C101013,2024-06-30,100,18,2,-0.082,FINANCEIRO,1
C101014,2024-05-27,550,16,1,0.55,BUGS,0
C101015,2023-10-23,828,18,5,0.467,API,0
C101016,2023-11-16,330,15,1,-0.012,API,0
C101017,2024-07-25,1281,22,1,0.987,BUGS,0
C101018,2023-12-15,603,13,1,0.226,FINANCEIRO,0
C101019,2023-08-17,883,17,2,0.59,SUPORTE,0
C101020,2023-09-27,858,19,0,0.942,FINANCEIRO,1
C101021,2023-10-18,1076,11,2,0.424,BUGS,0
C101022,2024-12-25,439,10,0,1.0,API,1
C101023,2023-06-14,1426,16,0,1.0,API,0
C101024,2023-01-05,465,19,1,0.349,SUPORTE,0
C101025,2024-01-14,411,27,2,0.849,BUGS,0
C101026,2023-03-19,396,15,1,1.0,API,1
C101027,2024-02-14,373,12,0,0.011,FINANCEIRO,0
C101028,2024-07-27,372,14,1,-1.0,SUPORTE,0
C101029,2023-05-12,519,13,1,0.762,API,1
C101030,2024-08-23,531,15,0,0.157,API,0
C101031,2023-02-11,526,12,1,-0.331,FINANCEIRO,1
C101032,2023-03-30,424,10,0,-0.056,SUPORTE,0
C101033,2024-02-06,856,17,2,-0.51,FINANCEIRO,0
C101034,2023-10-23,568,19,3,1.0,API,0
C101035,2023-10-22,680,15,2,0.977,API,0
C101036,2024-09-07,224,14,1,0.175,SUPORTE,1
C101037,2024-06-09,161,14,1,0.218,API,0
C101038,2024-11-21,796,18,3,0.328,BUGS,1
C101039,2024-09-28,885,13,1,1.0,API,0
C101040,2024-02-26,208,13,2,-0.3,API,0
C101041,2023-01-23,186,16,0,0.277,SUPORTE,0
C101042,2024-07-28,1132,19,16,0.214,SUPORTE,0
C101043,2023-05-23,332,14,2,0.073,FINANCEIRO,0
C101044,2024-10-26,281,18,0,-0.038,BUGS,0
C101045,2023-05-25,185,11,0,0.393,SUPORTE,1
C101046,2023-08-13,187,20,1,-0.541,BUGS,0
C101047,2024-05-17,1850,17,1,0.506,API,0
C101048,2024-09-07,446,20,1,0.224,FINANCEIRO,0
C101049,2023-04-14,386,16,0,0.678,FINANCEIRO,0
C101050,2023-02-08,172,17,1,-0.027,API,1
C101051,2023-07-17,100,14,1,0.516,BUGS,0
C101052,2024-10-07,1477,14,2,0.345,SUPORTE,0
C101053,2024-08-01,996,14,0,-0.25,SUPORTE,0
C101054,2024-01-26,555,16,0,-0.112,FINANCEIRO,0
C101055,2023-06-28,399,22,1,0.985,BUGS,0
C101056,2024-07-07,539,11,2,0.689,SUPORTE,1
C101057,2024-03-23,526,15,0,-0.515,API,0
C101058,2024-05-14,1218,21,13,-0.458,API,0
C101059,2023-01-15,657,22,0,0.578,BUGS,1
C101060,2024-09-14,326,15,1,0.566,BUGS,0
C101061,2024-10-30,258,19,2,0.427,API,0
C101062,2023-10-16,487,8,1,0.42,API,0
C101063,2024-04-22,409,10,0,0.12,BUGS,0
C101064,2023-08-19,634,14,0,0.427,BUGS,0
C101065,2024-02-24,100,10,0,-0.19,BUGS,1
C101066,2023-06-06,545,11,1,0.076,SUPORTE,0
C101067,2024-07-03,215,19,0,-0.652,FINANCEIRO,1
C101068,2024-03-16,301,15,2,-0.278,API,0
C101069,2023-04-07,443,8,0,-0.16,BUGS,1
C101070,2024-02-15,1341,15,2,-0.165,BUGS,1
C101071,2023-10-16,700,16,2,0.625,SUPORTE,0
C101072,2023-09-11,435,13,1,-0.506,BUGS,0
C101073,2023-07-15,142,15,0,0.031,BUGS,1
C101074,2024-08-20,477,15,1,0.622,BUGS,1
C101075,2024-06-05,210,14,1,-0.372,FINANCEIRO,1
C101076,2024-05-31,985,14,1,0.924,SUPORTE,0
C101077,2024-09-26,463,15,1,0.389,API,0
C101078,2023-04-28,182,13,3,0.525,API,0
C101079,2023-06-08,441,23,2,-0.142,FINANCEIRO,0
C101080,2023-08-16,957,19,0,0.01,SUPORTE,0
C101081,2023-08-04,932,18,0,0.309,SUPORTE,1
C101082,2024-11-26,407,11,2,0.616,FINANCEIRO,0
C101083,2023-01-15,811,13,1,0.671,BUGS,0
C101084,2023-06-06,574,14,1,0.489,SUPORTE,0
C101085,2024-10-09,370,13,0,0.221,BUGS,0
C101086,2023-09-18,100,13,1,-0.105,SUPORTE,0
C101087,2023-06-06,773,19,17,0.066,FINANCEIRO,1
C101088,2023-02-16,251,14,0,0.163,API,1
C101089,2023-11-20,560,9,4,-0.68,API,1
C101090,2024-11-15,100,18,1,-0.15,SUPORTE,1
C101091,2023-05-10,529,13,2,-0.122,SUPORTE,0
C101092,2024-02-15,441,15,1,0.129,SUPORTE,0
C101093,2023-04-05,686,10,1,0.214,API,0
C101094,2024-09-18,386,16,1,-0.374,BUGS,0
C101095,2023-10-19,510,11,1,0.018,BUGS,1
C101096,2023-10-10,938,18,1,0.151,BUGS,0
C101097,2023-03-10,1733,13,1,0.179,SUPORTE,0
C101098,2024-10-21,2000,14,11,-0.599,FINANCEIRO,1
C101099,2023-01-11,2000,18,4,1.0,FINANCEIRO,0
C101100,2023-09-11,484,16,3,0.032,API,1
C101101,2024-07-03,560,14,1,-0.008,FINANCEIRO,1
C101102,2023-05-14,1684,17,1,-0.229,FINANCEIRO,0
C101103,2024-12-12,1182,12,1,0.651,API,0
C101104,2023-01-23,299,18,1,-0.598,API,1
C101105,2023-12-12,237,8,2,-0.709,SUPORTE,1
C101106,2023-10-29,100,11,0,0.293,BUGS,0
C101107,2023-12-29,651,16,0,0.593,API,0
C101108,2024-01-31,1238,11,7,-0.084,API,1
C101109,2023-08-06,260,15,0,1.0,BUGS,1
C101110,2023-05-21,269,20,3,-0.01,API,1
C101111,2024-09-07,766,17,0,0.218,FINANCEIRO,0
C101112,2023-07-29,1031,17,1,0.3,BUGS,0
C101113,2024-09-14,581,19,2,0.311,API,1
C101114,2024-09-07,260,18,6,0.018,API,0
C101115,2024-11-13,413,20,0,0.313,API,0
C101116,2024-04-04,366,17,1,-0.333,API,0
C101117,2023-12-22,743,13,0,0.674,SUPORTE,0
C101118,2023-11-20,262,23,0,0.92,API,0
C101119,2023-05-13,156,22,1,0.134,SUPORTE,0
C101120,2023-05-07,100,19,1,0.318,API,0
C101121,2023-04-16,303,15,1,1.0,SUPORTE,0
C101122,2024-08-26,959,14,1,-0.087,SUPORTE,0
C101123,2024-01-13,226,17,0,0.473,FINANCEIRO,0
C101124,2023-02-20,105,16,1,0.36,FINANCEIRO,1
C101125,2023-01-29,161,14,0,1.0,FINANCEIRO,1
C101126,2024-04-06,203,15,2,1.0,FINANCEIRO,0
C101127,2023-10-23,306,18,1,0.728,API,1
C101128,2023-10-24,143,21,2,1.0,SUPORTE,1
C101129,2024-12-26,866,18,0,0.394,SUPORTE,0
C101130,2024-02-11,181,17,0,-1.0,API,0
C101131,2024-09-04,609,14,1,0.034,BUGS,1
C101132,2024-02-09,299,10,1,0.024,BUGS,0
C101133,2023-12-12,244,12,0,1.0,API,0
C101134,2024-09-13,814,17,0,0.277,BUGS,1
C101135,2024-02-24,448,16,0,1.0,BUGS,0
C101136,2023-07-01,1127,11,1,0.662,SUPORTE,0
C101137,2023-01-01,311,15,1,0.447,FINANCEIRO,0
C101138,2024-07-20,180,13,4,0.332,API,0
C101139,2024-01-06,366,14,5,0.232,BUGS,1
C101140,2024-10-22,280,15,0,0.919,FINANCEIRO,0
C101141,2024-03-06,1450,10,0,0.175,SUPORTE,0
C101142,2023-11-05,270,10,1,0.059,FINANCEIRO,1
C101143,2023-05-17,623,13,1,0.485,API,1
C101144,2023-07-21,474,17,6,0.168,API,1
C101145,2024-03-11,176,14,2,0.136,FINANCEIRO,0
C101146,2023-11-09,228,15,14,0.743,API,0
C101147,2023-04-27,540,16,0,0.717,SUPORTE,0
C101148,2024-10-27,542,7,0,-0.009,FINANCEIRO,1
C101149,2024-07-28,362,16,1,0.61,FINANCEIRO,0
C101150,2023-09-01,437,20,1,-0.121,BUGS,1
C101151,2024-06-20,100,14,1,-0.283,API,1
C101152,2024-08-24,222,10,2,0.601,API,0
C101153,2023-03-16,958,19,6,-0.339,BUGS,0
C101154,2024-01-21,305,21,1,0.381,API,1
C101155,2023-07-29,955,16,2,-0.26,API,1
C101156,2024-04-19,1056,16,1,0.165,BUGS,0
C101157,2024-02-22,1048,12,0,0.104,FINANCEIRO,0
C101158,2023-12-13,1414,15,2,0.203,SUPORTE,1
C101159,2024-06-12,682,13,0,1.0,FINANCEIRO,0
C101160,2024-10-01,1378,9,1,0.881,SUPORTE,0
C101161,2023-06-28,913,12,0,0.264,BUGS,0
C101162,2023-07-01,100,19,0,0.287,API,0
C101163,2024-10-25,636,14,3,-0.163,FINANCEIRO,0
C101164,2023-01-25,2000,11,0,-0.209,SUPORTE,0
C101165,2023-06-29,100,17,0,0.296,BUGS,1
C101166,2024-12-10,469,16,1,0.976,API,0
C101167,2024-05-15,173,13,1,-1.0,FINANCEIRO,1
C101168,2023-06-10,239,15,0,0.861,SUPORTE,0
C101169,2023-06-26,301,15,1,0.874,API,0
C101170,2023-10-12,634,10,1,-0.817,FINANCEIRO,1
C101171,2023-03-04,357,11,0,0.328,SUPORTE,0
C101172,2024-10-23,618,19,2,0.072,API,0
C101173,2024-10-27,1621,13,3,0.097,API,0
C101174,2023-06-05,985,18,0,0.487,BUGS,0
C101175,2024-04-13,538,12,0,0.479,SUPORTE,0
C101176,2023-02-18,385,8,1,-0.455,FINANCEIRO,1
C101177,2023-03-25,670,11,0,1.0,SUPORTE,0
C101178,2023-12-27,100,15,20,-0.888,SUPORTE,0
C101179,2024-11-19,330,17,1,1.0,API,1
C101180,2023-05-28,690,15,0,-0.121,API,0
C101181,2024-09-21,531,8,0,-0.249,SUPORTE,0
C101182,2023-12-08,1029,12,1,0.432,API,0
C101183,2024-04-20,929,13,0,0.779,API,0
C101184,2023-03-04,653,21,0,1.0,BUGS,0
C101185,2024-12-01,359,15,3,-0.294,SUPORTE,1
C101186,2023-12-26,297,15,0,0.183,BUGS,1
C101187,2024-07-14,1073,11,1,1.0,BUGS,1
C101188,2023-11-23,657,14,1,0.106,API,0
C101189,2023-05-21,226,18,1,0.775,BUGS,0
C101190,2023-08-03,964,9,0,-0.657,FINANCEIRO,0
C101191,2024-03-10,635,15,2,-0.556,API,0
C101192,2024-12-23,439,7,0,0.753,FINANCEIRO,0
C101193,2023-11-14,858,15,3,0.126,BUGS,0
C101194,2023-02-01,725,9,1,0.618,API,1
C101195,2024-10-31,1213,14,1,-0.024,BUGS,0
C101196,2023-10-12,1206,25,0,-0.378,SUPORTE,0
C101197,2023-11-01,318,6,0,0.306,API,1
C101198,2024-03-04,473,13,1,-0.418,API,1
C101199,2024-04-21,369,21,3,0.323,API,0
C101200,2023-10-13,1612,15,2,-0.233,SUPORTE,0
C101201,2023-05-24,865,14,1,0.616,SUPORTE,0
C101202,2024-02-28,479,16,1,0.175,FINANCEIRO,1
C101203,2023-01-19,263,15,1,0.149,SUPORTE,0
C101204,2023-01-18,517,24,0,0.611,FINANCEIRO,0
C101205,2024-08-12,100,11,2,0.674,BUGS,0
C101206,2024-01-06,381,12,5,0.161,BUGS,1
C101207,2023-06-24,206,12,3,1.0,FINANCEIRO,0
C101208,2023-07-13,948,15,0,1.0,API,1
C101209,2024-05-16,385,18,0,0.029,SUPORTE,0
C101210,2023-04-23,543,11,0,-0.249,API,0
C101211,2023-04-24,453,17,2,-0.341,API,0
C101212,2023-08-10,976,19,1,1.0,BUGS,1
C101213,2024-11-08,993,15,1,-0.309,FINANCEIRO,1
C101214,2024-10-05,734,12,1,0.076,SUPORTE,0
C101215,2023-09-21,630,16,1,0.316,FINANCEIRO,0
C101216,2023-02-24,104,8,0,1.0,API,0
C101217,2024-10-04,422,16,1,-0.345,SUPORTE,0
C101218,2024-04-02,1110,18,3,0.774,SUPORTE,1
C101219,2023-06-11,582,15,0,0.357,SUPORTE,0
C101220,2024-01-15,386,17,1,0.256,API,0
C101221,2023-03-28,333,14,1,0.277,SUPORTE,1
C101222,2023-02-24,335,18,1,-0.022,API,1
C101223,2024-04-20,538,19,0,0.182,API,0
C101224,2023-06-27,304,17,1,-0.042,SUPORTE,0
C101225,2024-01-26,1055,11,0,-0.346,FINANCEIRO,1
C101226,2023-12-15,100,15,0,-0.239,BUGS,0
C101227,2023-01-08,849,14,1,0.881,SUPORTE,1
C101228,2023-11-09,1261,8,16,-0.695,FINANCEIRO,1
C101229,2024-03-18,192,22,0,0.756,BUGS,1
C101230,2023-11-24,786,17,1,0.231,FINANCEIRO,0
C101231,2023-02-23,664,19,1,0.243,SUPORTE,0
C101232,2023-08-27,249,12,0,0.282,BUGS,0
C101233,2023-08-17,174,16,1,0.675,API,0
C101234,2024-08-01,703,18,0,0.037,API,1
C101235,2023-02-20,1628,21,2,0.233,BUGS,1
C101236,2024-08-31,1153,16,3,0.662,BUGS,1
C101237,2024-08-26,790,15,1,0.842,API,0
C101238,2023-09-21,695,23,0,1.0,FINANCEIRO,0
C101239,2024-02-22,581,17,0,-0.111,BUGS,0
C101240,2023-04-06,469,19,4,-0.13,FINANCEIRO,0
C101241,2023-03-29,730,12,0,0.221,SUPORTE,0
C101242,2023-03-19,245,14,2,-0.418,API,0
C101243,2023-10-15,915,19,0,0.826,BUGS,1
C101244,2023-04-30,495,16,0,0.504,API,0
C101245,2024-05-05,502,16,0,0.283,BUGS,0
C101246,2024-03-27,1428,15,0,0.865,SUPORTE,0
C101247,2024-05-14,158,22,0,0.042,BUGS,1
C101248,2023-06-14,810,18,2,0.844,BUGS,1
C101249,2023-07-01,1310,22,0,1.0,SUPORTE,0
C101250,2024-04-13,739,13,0,0.484,BUGS,0
C101251,2023-01-07,594,6,2,0.156,API,1
C101252,2023-11-26,483,14,2,0.324,SUPORTE,0
C101253,2024-11-03,917,14,0,-0.355,BUGS,0
C101254,2023-05-31,718,16,1,0.212,API,1
C101255,2023-03-26,394,15,0,1.0,API,1
C101256,2023-05-27,481,13,1,1.0,API,0
C101257,2024-09-15,714,17,1,0.366,API,0
C101258,2024-01-16,220,12,0,0.048,SUPORTE,0
C101259,2024-07-01,304,21,2,0.824,SUPORTE,1
C101260,2023-10-12,1232,19,3,0.222,API,1
C101261,2024-11-30,375,14,1,0.763,FINANCEIRO,0
C101262,2023-03-23,175,19,3,-0.132,FINANCEIRO,1
C101263,2024-05-28,740,17,0,0.523,API,0
C101264,2024-12-09,1224,12,0,0.139,FINANCEIRO,1
C101265,2024-06-06,153,12,0,0.317,SUPORTE,1
C101266,2024-01-21,1017,13,0,0.045,API,0
C101267,2024-12-07,1311,16,15,-0.46,API,0
C101268,2024-04-15,979,13,1,0.431,API,0
C101269,2023-04-29,458,18,1,0.678,SUPORTE,0
C101270,2024-01-31,1052,14,0,0.26,SUPORTE,1
C101271,2024-06-15,1124,13,1,1.0,API,0
C101272,2023-09-18,185,17,1,-0.323,FINANCEIRO,0
C101273,2023-09-13,875,16,1,-0.438,SUPORTE,1
C101274,2023-08-14,551,12,0,0.023,API,0
C101275,2023-02-22,534,18,1,0.335,SUPORTE,0
C101276,2024-05-14,100,10,0,1.0,API,0
C101277,2024-05-20,100,16,1,0.217,SUPORTE,1
C101278,2023-12-30,553,13,1,-0.193,API,1
C101279,2023-10-07,457,13,2,-0.091,SUPORTE,0
C101280,2024-08-15,452,13,0,0.37,SUPORTE,1
C101281,2024-12-14,413,15,1,-0.238,API,1
C101282,2023-06-07,213,15,1,1.0,API,1
C101283,2024-09-23,920,15,1,-0.871,FINANCEIRO,0
C101284,2023-02-28,1298,19,0,0.008,SUPORTE,0
C101285,2024-12-27,126,12,4,-0.161,FINANCEIRO,0
C101286,2023-05-08,823,16,2,-0.227,FINANCEIRO,1
C101287,2024-12-21,161,19,1,0.676,API,0
C101288,2023-04-25,411,18,1,0.002,BUGS,0
C101289,2023-07-28,688,8,1,0.54,API,0
C101290,2024-06-09,279,11,0,1.0,BUGS,1
C101291,2024-06-04,239,11,1,0.879,SUPORTE,1
C101292,2024-07-05,502,18,2,0.36,BUGS,1
C101293,2023-08-25,912,8,1,0.231,API,0
C101294,2023-10-08,328,17,2,0.712,FINANCEIRO,0
C101295,2023-12-25,238,11,2,0.067,FINANCEIRO,0
C101296,2023-07-20,346,14,2,-0.004,API,0
C101297,2023-10-05,1101,19,1,-0.155,API,0
C101298,2023-08-23,511,17,0,0.524,BUGS,1
C101299,2024-05-08,541,23,1,-0.148,BUGS,0
C101300,2023-01-04,380,14,1,-0.064,API,0
C101301,2024-10-27,436,11,0,1.0,BUGS,0
C101302,2024-03-17,837,18,1,0.667,API,0
C101303,2023-01-29,555,9,0,0.492,SUPORTE,0
C101304,2023-04-19,1552,13,3,-0.18,FINANCEIRO,1
C101305,2024-09-01,342,16,2,0.646,API,0
C101306,2024-12-27,1236,20,0,-0.108,API,0
C101307,2023-03-16,134,10,0,-0.463,BUGS,0
C101308,2023-05-26,557,17,2,-0.006,API,1
C101309,2023-05-08,504,15,19,-1.0,API,1
C101310,2023-02-11,1244,9,0,0.523,API,0
C101311,2023-12-22,388,21,2,0.493,API,1
C101312,2023-02-10,1514,17,1,0.434,SUPORTE,0
C101313,2023-02-03,118,16,18,-0.248,FINANCEIRO,0
C101314,2023-01-17,266,13,0,0.6,SUPORTE,0
C101315,2024-11-07,283,18,0,0.042,BUGS,0
C101316,2023-06-02,155,17,0,0.61,API,0
C101317,2024-01-13,509,12,1,0.427,SUPORTE,0
C101318,2024-08-10,404,19,0,0.082,FINANCEIRO,0
C101319,2024-08-21,1018,13,1,0.101,API,0
C101320,2024-09-20,170,7,4,0.496,API,1
C101321,2023-12-08,1999,21,0,-0.248,BUGS,0
C101322,2023-01-27,1454,11,2,0.377,SUPORTE,0
C101323,2023-10-14,305,12,1,0.216,BUGS,1
C101324,2024-10-07,808,13,0,0.316,SUPORTE,0
C101325,2024-12-31,309,14,3,0.048,SUPORTE,0
C101326,2023-06-17,791,16,1,0.521,API,0
C101327,2024-09-01,144,11,0,-0.478,API,0
C101328,2023-09-25,770,16,0,0.486,API,0
C101329,2024-03-30,362,17,0,-0.154,BUGS,0
C101330,2024-11-15,123,14,1,0.806,FINANCEIRO,0
C101331,2024-02-05,477,16,3,-0.436,BUGS,1
C101332,2024-04-20,497,12,2,-0.978,SUPORTE,0
C101333,2024-12-02,572,14,2,-0.609,SUPORTE,1
C101334,2024-09-25,1529,16,1,0.282,BUGS,1
C101335,2024-07-11,363,17,1,-0.456,SUPORTE,1
C101336,2024-07-29,440,12,3,-0.483,BUGS,1
C101337,2023-05-10,134,11,0,-0.039,BUGS,0
C101338,2023-12-29,656,19,1,0.604,BUGS,1
C101339,2024-12-05,450,11,0,-0.074,FINANCEIRO,0
C101340,2024-11-23,189,17,0,0.265,API,0
C101341,2023-10-19,550,16,2,0.147,BUGS,0
C101342,2024-01-06,224,18,1,-0.393,API,0
C101343,2023-01-29,1841,13,0,0.533,SUPORTE,0
C101344,2023-05-29,385,13,1,1.0,FINANCEIRO,1
C101345,2023-10-23,172,14,1,-0.574,SUPORTE,0
C101346,2023-01-11,749,18,2,-0.161,BUGS,0
C101347,2024-05-26,158,13,0,-0.306,SUPORTE,1
C101348,2024-11-06,970,9,0,0.191,API,0
C101349,2023-04-23,154,17,1,-0.406,FINANCEIRO,1
C101350,2023-07-06,840,9,0,0.916,SUPORTE,1
C101351,2023-08-15,1016,18,2,0.987,BUGS,0
C101352,2023-11-06,1383,14,3,0.536,BUGS,1
C101353,2023-04-08,253,12,3,0.638,SUPORTE,0
C101354,2023-02-24,934,19,2,0.348,FINANCEIRO,1
C101355,2024-09-14,1078,10,1,0.79,API,1
C101356,2024-10-25,288,12,0,0.168,FINANCEIRO,1
C101357,2024-02-10,100,12,2,-0.048,SUPORTE,1
C101358,2023-03-10,152,12,2,0.552,FINANCEIRO,0
C101359,2023-11-08,156,13,1,0.087,FINANCEIRO,1
C101360,2023-10-16,395,9,1,1.0,API,0
C101361,2024-07-01,612,13,1,0.807,SUPORTE,0
C101362,2023-05-28,335,19,0,0.111,BUGS,1
C101363,2024-04-11,549,7,13,-0.464,API,0
C101364,2023-09-01,1181,17,0,0.3,FINANCEIRO,0
C101365,2024-05-05,295,19,0,0.015,API,1
C101366,2024-05-21,454,13,2,0.674,BUGS,1
C101367,2023-12-31,764,18,1,-0.106,API,0
C101368,2024-04-26,715,9,3,0.093,API,0
C101369,2023-07-20,744,21,1,-0.025,BUGS,1
C101370,2023-06-03,341,17,0,0.096,SUPORTE,0
C101371,2024-03-25,861,8,0,0.664,API,1
C101372,2024-05-15,551,15,2,0.589,API,1
C101373,2023-03-14,169,17,1,0.145,API,1
C101374,2024-12-13,515,15,0,0.919,API,0
C101375,2023-10-23,401,10,1,0.536,BUGS,0
C101376,2023-01-17,100,14,1,0.349,API,0
C101377,2024-10-02,1845,16,1,0.764,SUPORTE,0
C101378,2023-08-05,514,23,1,1.0,BUGS,1
C101379,2023-03-02,1741,20,1,0.57,API,0
C101380,2024-09-07,675,20,1,0.487,SUPORTE,0
C101381,2023-02-11,212,18,10,-1.0,API,0
C101382,2023-01-25,187,18,1,0.461,BUGS,1
C101383,2023-02-08,652,8,0,0.512,SUPORTE,0
C101384,2023-05-11,579,18,0,0.537,SUPORTE,0
C101385,2024-05-12,288,11,12,-0.741,SUPORTE,0
C101386,2023-08-17,552,13,1,-0.063,BUGS,0
C101387,2023-04-18,1742,13,0,0.691,API,0
C101388,2023-06-21,1768,18,2,0.086,SUPORTE,0
C101389,2024-03-10,762,14,0,0.429,API,0
C101390,2024-04-22,370,17,1,-0.731,SUPORTE,1
C101391,2023-04-12,604,18,0,0.372,SUPORTE,0
C101392,2024-06-07,247,7,2,0.573,SUPORTE,1
C101393,2023-10-02,802,19,1,0.491,FINANCEIRO,1
C101394,2024-09-04,153,14,1,0.22,SUPORTE,1
C101395,2023-02-13,608,19,2,-0.235,BUGS,0
C101396,2023-01-17,1010,12,2,-0.676,BUGS,0
C101397,2023-11-26,718,12,3,-0.221,SUPORTE,0
C101398,2024-07-22,240,7,0,0.79,API,0
C101399,2024-05-11,1234,11,0,0.283,API,1
C101400,2023-01-12,510,16,0,0.705,BUGS,0
C101401,2023-11-14,520,12,1,0.987,FINANCEIRO,0
C101402,2024-08-14,789,9,0,0.352,BUGS,1
C101403,2023-08-04,245,17,1,0.743,API,1
C101404,2023-12-05,380,17,2,0.838,BUGS,1
C101405,2024-10-22,1102,14,0,-0.36,FINANCEIRO,1
C101406,2023-03-22,114,14,0,-0.041,FINANCEIRO,0
C101407,2024-12-27,680,13,1,-0.562,BUGS,0
C101408,2024-04-29,266,14,1,-0.62,BUGS,1
C101409,2024-01-09,389,19,2,0.041,API,1
C101410,2024-12-10,230,11,2,0.082,SUPORTE,0
C101411,2023-07-19,324,20,2,-0.636,BUGS,1
C101412,2024-06-20,480,10,1,0.477,SUPORTE,0
C101413,2024-04-10,449,12,0,0.077,API,0
C101414,2023-03-30,262,14,0,1.0,API,1
C101415,2023-09-25,100,9,1,0.332,API,0
C101416,2024-10-16,235,12,0,0.408,FINANCEIRO,0
C101417,2024-07-24,247,7,0,0.168,SUPORTE,1
C101418,2024-05-03,803,18,3,0.17,SUPORTE,1
C101419,2024-06-21,219,17,1,0.505,SUPORTE,0
C101420,2023-02-16,281,22,0,0.873,API,1
C101421,2023-10-15,1094,11,1,-0.406,API,0
C101422,2023-01-16,375,16,0,-0.059,SUPORTE,0
C101423,2024-12-11,678,12,1,0.417,BUGS,1
C101424,2024-02-05,217,16,1,0.291,SUPORTE,1
C101425,2023-03-27,1096,8,3,0.526,API,0
C101426,2023-09-07,489,12,2,-0.116,API,1
C101427,2024-01-26,142,10,1,0.882,SUPORTE,1
C101428,2023-12-01,812,21,1,0.101,SUPORTE,1
C101429,2024-09-20,427,22,4,0.061,SUPORTE,1
C101430,2024-06-02,1000,13,0,0.877,API,0
C101431,2023-05-17,1179,16,1,0.596,SUPORTE,1
C101432,2024-11-18,367,18,0,1.0,API,0
C101433,2024-05-12,558,14,1,0.764,API,0
C101434,2024-12-27,520,17,1,0.965,BUGS,0
C101435,2024-04-21,1327,21,2,0.162,SUPORTE,1
C101436,2024-08-16,241,12,0,0.972,FINANCEIRO,0
C101437,2023-08-11,123,14,2,0.274,BUGS,0
C101438,2024-01-07,427,15,10,-1.0,BUGS,1
C101439,2024-02-06,230,12,2,0.457,BUGS,1
C101440,2024-03-18,442,13,1,0.56,API,0
C101441,2024-05-04,1264,15,0,-0.196,FINANCEIRO,0
C101442,2024-09-06,624,21,2,0.49,SUPORTE,1
C101443,2023-09-30,668,11,11,-0.182,BUGS,0
C101444,2024-06-09,414,15,2,0.856,SUPORTE,0
C101445,2023-06-08,292,11,0,0.529,API,1
C101446,2023-06-01,522,11,1,0.26,FINANCEIRO,0
C101447,2024-09-11,281,13,1,-0.386,API,1
C101448,2023-07-07,679,22,0,-0.563,FINANCEIRO,1
C101449,2023-04-08,194,15,2,0.883,FINANCEIRO,1
C101450,2023-05-11,243,16,17,-0.293,API,0
C101451,2023-06-20,390,14,1,0.17,BUGS,1
